"name","game_id","provider"
Eagle Strike 96,37582,SLOTEGRATOR
Dr. Jekyll & Mr. Hyde,37588,SLOTEGRATOR
Deuces Wild,37603,HUB88
Wolf Strike,37608,SLOTEGRATOR
Wolf Strike 94,37612,SLOTEGRATOR
Richie In Vegas,37626,SLOTEGRATOR
Merry Megaways 92,37627,SLOTEGRATOR
"1 Reel Baba Yaga",37659,SPINOMENAL
"3 Dancing Monkeys",37660,PRAGMATIC_PLAY
Wolf Story,37661,HUB88
Holy Hand Grenade,37662,HUB88
Hot Seven Deluxe,37663,SLOTEGRATOR
Wild Fruit Jam,37664,SLOTEGRATOR
Stampeding Strike 95,37665,SLOTEGRATOR
Bermuda Riches,37667,PRAGMATIC_PLAY
Monster Superlanche,37668,PRAGMATIC_PLAY
"777 Candies",37670,SPINOMENAL
Egypt Fire,37671,BOOONGO
Hot Balloon Deluxe,37673,SLOTEGRATOR
Gods Of Asgard Megaways 94,37676,SLOTEGRATOR
Rainbow Wilds Megaways,37677,SLOTEGRATOR
The Choice is Yours Megaways 94,37678,SLOTEGRATOR
Feeding Fury 96,37679,SLOTEGRATOR
Branded Book Of 94,37680,SLOTEGRATOR
Tomb Of,37681,SLOTEGRATOR
Boom Time 94,37682,SLOTEGRATOR
Neon Jungle ,37683,SLOTEGRATOR
Merry Megaways 88,37684,SLOTEGRATOR
Aztec Wilds Megaways 94,37685,SLOTEGRATOR
Dwarven Gems Megaways 95,37686,SLOTEGRATOR
Book Of Ba'al 94,37687,SLOTEGRATOR
Moirai Blaze,37688,SLOTEGRATOR
Rainbow Wilds,37689,SLOTEGRATOR
Rum and Raiders 94,37690,SLOTEGRATOR
Lucky Lightning,37694,PRAGMATIC_PLAY
American Blackjack,37700,PRAGMATIC_PLAY
Hot Balloon Deluxe Mobile,37701,SLOTEGRATOR
Sizzling Blaze Jackpot Deluxe,37702,SLOTEGRATOR
Sizzling Blaze Jackpot Deluxe Mobile,37703,SLOTEGRATOR
Ramses Legacy,37704,SLOTEGRATOR
Treasures Of The Gods,37705,HUB88
Dwarven Gold Deluxe,37706,PRAGMATIC_PLAY
Branded Megaways,37717,SLOTEGRATOR
King Cobra,37760,SLOTEGRATOR
Buffalo Sunset,37786,SLOTEGRATOR
Money Hive Hold n Link,37787,SLOTEGRATOR
The Quest of Azteca,37788,SLOTEGRATOR
Book Of Lucky Jack - Baba Yaga’s Tales,37790,SPINOMENAL
Jane Hunter and the Mask of Montezuma,37797,PRAGMATIC_PLAY
Trump Card Queen,37805,SLOTEGRATOR
Buster's Bones,37810,EVOLUTION
DOUBLE ACES AND FACES,37819,SLOTEGRATOR
Yo-Ho Gold!,37831,BOOONGO
Coliseu Bingo,37832,SLOTEGRATOR
Jiggly Cash,37833,SLOTEGRATOR
Jiggly Cash Mobile,37834,SLOTEGRATOR
Astro Wild Mobile,37835,SLOTEGRATOR
"12 Coins",37836,SLOTEGRATOR
Fortune Pike Gold,37858,HUB88
Tomb Of 94,37926,SLOTEGRATOR
Milkshake XXXtreme,37985,EVOLUTION
Live - Blackjack 64 - Ruby,37986,PRAGMATIC_PLAY
Live - Blackjack 65 - Ruby,37987,PRAGMATIC_PLAY
Live - Blackjack 66 - Ruby,37988,PRAGMATIC_PLAY
Arcader Mobile,37989,SLOTEGRATOR
Kitsune - Sakura Fortune,37990,SPINOMENAL
Kingdom of the Dead,37995,PRAGMATIC_PLAY
Red Hot BBQ,38003,EVOLUTION
Book of Bamboo,38007,SLOTEGRATOR
Book of Eye,38008,SLOTEGRATOR
Silver Diggers,38110,SLOTEGRATOR
Classic Blackjack with Ten-20,38111,HUB88
Funny Hunting,38112,HUB88
Platinum Roulette,38113,SLOTEGRATOR
World Cup Roulette Platinum,38114,SLOTEGRATOR
Classic Blackjack with Perfect-11,38115,HUB88
 Naughty Wukong,38116,SLOTEGRATOR
Angry Dragons,38118,SLOTEGRATOR
Rocket Chimp Jackpot,38131,SLOTEGRATOR
Joker Ra,38144,ENDORPHINA
Cursed Seas,38146,HUB88
Over The Moon,38148,HUB88
Ancient Disco,38149,EVOLUTION
Blobsters Clusterbuster,38150,EVOLUTION
Magic Powers Megaways,38151,EVOLUTION
Excalibur Unleashed,38152,PRAGMATIC_PLAY
"5 Fortune Dragons",38155,HUB88
Werewolf - Darkest Flame,38172,SPINOMENAL
Coin Strike: Hold and Win,38173,PLAYSON
Riches of Rumpelstiltskin Megaways Mobile,38182,SLOTEGRATOR
El Diablo Mobile,38183,SLOTEGRATOR
Fortune Miner Mobile,38184,SLOTEGRATOR
Ed Jones & Book of Bastet Xtreme! Deluxe Mobile,38186,SLOTEGRATOR
"9 Pots of Gold Megaways",38187,HUB88
Irish Weekend Bonus Buy,38188,HUB88
Unlimited Treasures,38189,HUB88
Ultra Luck,38190,HUB88
Age of Dragons Mini-Max,38191,HUB88
Blackjack 12,38258,PRAGMATIC_PLAY
The Choice is Yours Megaways 96,38285,SLOTEGRATOR
Wild Bison Charge,38349,PRAGMATIC_PLAY
Athena's Glory- the Golden Era,38350,SPINOMENAL
Relic Riches,38351,SLOTEGRATOR
Rooster Booster,38352,SLOTEGRATOR
Olympus Hades Megaways,38353,SLOTEGRATOR
Olympus Hades Megaways Mobile,38354,SLOTEGRATOR
Wild Buffalo Bonanza,38355,SLOTEGRATOR
Christmas megaways,38362,SLOTEGRATOR
Live - Speed Blackjack 12 - Azure,38364,PRAGMATIC_PLAY
Dino P.D.,38372,HUB88
Wild Buffalo Bonanza Mobile,38373,SLOTEGRATOR
Trawler Fishin' 96,38374,SLOTEGRATOR
Buffalo on Fire,38375,SLOTEGRATOR
Gladius of Rome,38376,SLOTEGRATOR
Wild Buffalo Fortune Wheel,38377,SLOTEGRATOR
More Magic Apple,38379,BOOONGO
Trawler Fishin' 96,38380,SLOTEGRATOR
Deadworld,38381,SLOTEGRATOR
Smoking Hot Fruits,38392,SLOTEGRATOR
Grizzly Strike ,38399,SLOTEGRATOR
Knight Hot Spotz,38402,PRAGMATIC_PLAY
Italia 3X3,38405,SLOTEGRATOR
Astro Newts Megaways 92,38408,SLOTEGRATOR
Merry Megaways 95,38413,SLOTEGRATOR
Siren's Kingdom,38414,SLOTEGRATOR
Eagle Strike 94,38415,SLOTEGRATOR
Gods Of Asgard Megaways 96,38420,SLOTEGRATOR
Aztec Wilds Megaways,38421,SLOTEGRATOR
Vegas Hot spots 96,38422,SLOTEGRATOR
Book Of Ba'al 88,38423,SLOTEGRATOR
Branded Book Of 96,38424,SLOTEGRATOR
Rum and Raiders,38425,SLOTEGRATOR
Viking Wilds,38426,SLOTEGRATOR
Cherry Blast,38427,SLOTEGRATOR
Megaways Jack and The Magic Beans 96,38428,SLOTEGRATOR
Book Of Demi Gods IV - The Golden Era,38447,SPINOMENAL
Knights Of Avalon,38448,EVOLUTION
Book Of Merlin,38451,SLOTEGRATOR
Rainbow 3X3,38455,SLOTEGRATOR
Peggy Sweets,38464,EVOLUTION
Lucky Egypt,38515,SLOTEGRATOR
Golden Fields,38516,HUB88
X-Demon,38517,HUB88
Book of Aztec Dice,38518,SLOTEGRATOR
Spin Strike,38519,SLOTEGRATOR
Terminator 2: Roulette,38520,HUB88
Hot Seven Dice,38521,SLOTEGRATOR
Hot Scatter Dice,38522,SLOTEGRATOR
Hot 27 Dice,38523,SLOTEGRATOR
Hot Choice Dice,38524,SLOTEGRATOR
Hot Dice 10,38525,SLOTEGRATOR
All Ways Hot Dice,38526,SLOTEGRATOR
Go Bananza,38527,SLOTEGRATOR
Diamonds of Egypt,38530,PRAGMATIC_PLAY
Demi Gods IV - The Golden Era,38537,SPINOMENAL
Wild Spirit,38572,SLOTEGRATOR
"15 Coins",38573,SLOTEGRATOR
Disturbed,38574,EVOLUTION
FunkyTime0000001,38579,EVOLUTION
Funky Time,38580,EVOLUTION
TIMBER TALE,38581,SLOTEGRATOR
Mega Baccarat,38583,PRAGMATIC_PLAY
Sea Treasure Deep Dive,38584,SLOTEGRATOR
"81 Vegas Magic",38585,SLOTEGRATOR
Rome Supermatch,38586,HUB88
Taco Fury XXXtreme,38587,EVOLUTION
Wicket Blast,38588,SLOTEGRATOR
Luck O' The Irish Mystery Ways Fortune Play,38596,SLOTEGRATOR
Crabbin For Cash Extra Big Catch,38597,SLOTEGRATOR
Bison Rising Megaways Build a Bonus,38598,SLOTEGRATOR
Cactus Riches: Cash Pool,38599,SLOTEGRATOR
Chervona Kalyna,38600,SLOTEGRATOR
Christmas Seven,38601,SLOTEGRATOR
Combo Seven,38602,SLOTEGRATOR
Cricket Crash,38603,SLOTEGRATOR
Troll Dice,38604,SLOTEGRATOR
The Thimbles,38605,SLOTEGRATOR
Royal Kitties,38606,SLOTEGRATOR
Quantum X,38607,SLOTEGRATOR
Need for X,38608,SLOTEGRATOR
Myths of Bastet,38609,SLOTEGRATOR
Lucky Tanks,38610,SLOTEGRATOR
Lucky Punch,38611,SLOTEGRATOR
"777 Casino",38612,SLOTEGRATOR
"777 Casino Mobile",38613,SLOTEGRATOR
Mayan Stackways,38614,HUB88
 Mayan Stackways,38615,HUB88
Lamp Of Infinity,38616,PRAGMATIC_PLAY
Blood Rage,38624,SLOTEGRATOR
Wolfkin,38625,EVOLUTION
Story of Medusa II- the Golden Era,38626,SPINOMENAL
Royal High-Road,38627,SLOTEGRATOR
Rave Party Fever,38628,PGSOFT
Mega Heist,38629,HUB88
Crystal Cascade,38632,SLOTEGRATOR
F777 Fighter,38633,SLOTEGRATOR
Fruity Book,38634,SLOTEGRATOR
Lucky Ocean,38636,SLOTEGRATOR
Lucky Coin,38637,SLOTEGRATOR
Lucky Clover,38638,SLOTEGRATOR
Limbo Cat,38639,SLOTEGRATOR
Jungle Gold,38640,SLOTEGRATOR
Joker Coins X-MAS,38641,SLOTEGRATOR
Joker Coins,38642,SLOTEGRATOR
Jack Potter X-MAS,38644,SLOTEGRATOR
Jack Potter Megaways,38645,SLOTEGRATOR
Jack Potter Deluxe,38646,SLOTEGRATOR
Jack Potter,38647,SLOTEGRATOR
Inca Son,38648,SLOTEGRATOR
Iggy Racing,38650,SLOTEGRATOR
Blazing 777,38668,SLOTEGRATOR
Battle Maidens Cleopatra (No buy feature),38670,SLOTEGRATOR
Gods of Olympus,38682,SLOTEGRATOR
Action Boost Amber Island,38692,HUB88
Dama da Fortuna Bingo,38693,SLOTEGRATOR
Adventures Beyond Wonderland Magical Maze,38710,HUB88
Hot & Spicy Megaways,38712,SLOTEGRATOR
Hot and Spicy No Jackpot,38713,SLOTEGRATOR
Hot and Spicy Jackpot,38715,SLOTEGRATOR
Happy Cookie,38716,SLOTEGRATOR
Golden Clover,38717,SLOTEGRATOR
Chervona Kalyna Megaways,38718,SLOTEGRATOR
When Lambo,38719,SLOTEGRATOR
Club of Legends,38720,SPINOMENAL
Lucky Streaks,38721,SLOTEGRATOR
Megablox Pyramids,38722,SLOTEGRATOR
Coin Field 93,38723,SLOTEGRATOR
MegaBlox 777,38726,SLOTEGRATOR
Tutan Keno,38727,SLOTEGRATOR
Pirate Armada,38728,SLOTEGRATOR
Juicy Crush,38733,SLOTEGRATOR
Geese With Attitude,38736,HUB88
Operation Diamond Hunt Mini-Max,38737,HUB88
Long Ball,38738,HUB88
Funfair Fortune,38739,HUB88
Disco 777,38740,SLOTEGRATOR
Fruity3X3,38744,SLOTEGRATOR
Football 3X3 ,38745,SLOTEGRATOR
Jackpot3X3,38746,SLOTEGRATOR
Classic 777,38747,SPINOMENAL
Era of Gods,38779,SLOTEGRATOR
Triple Bar - 96,38781,SLOTEGRATOR
X-WILD 88,38782,SLOTEGRATOR
Kitty Cash,38783,SLOTEGRATOR
Whisker jones,38784,SLOTEGRATOR
Fields of clover - 96,38785,SLOTEGRATOR
Super Rainbow Megaways,38786,SLOTEGRATOR
Red Dragon,38787,SLOTEGRATOR
Neon Fruit,38788,SLOTEGRATOR
Inca Idols 88,38789,SLOTEGRATOR
Bonsai Baccarat A,38790,EVOLUTION
Gladiator of Rome,38791,SLOTEGRATOR
Jesters Wilds,38792,SLOTEGRATOR
Classic Fruits,38793,SLOTEGRATOR
Ice Queen,38794,SLOTEGRATOR
Neon Fruit Cityscape,38795,SLOTEGRATOR
Bull Dozer,38796,SLOTEGRATOR
Super Rainbow Megaways 94,38803,SLOTEGRATOR
Classic Fruit,38805,SLOTEGRATOR
Smoking Hot Fruits Wild Respins,38806,SLOTEGRATOR
Sparkling 777s,38807,SLOTEGRATOR
Phoenix Inferno,38808,SLOTEGRATOR
Blackjack Bonus,38810,SLOTEGRATOR
Red Queen Blackjack,38811,SLOTEGRATOR
Blackjack,38812,SLOTEGRATOR
Leprechaun Charms 95,38817,SLOTEGRATOR
Blackbeard's Compass,38827,SLOTEGRATOR
Medieval Mania,38828,SLOTEGRATOR
Faerie Nights,38829,SLOTEGRATOR
CandyCash,38830,SLOTEGRATOR
Smoking Hot Fruits 20 Lines,38831,SLOTEGRATOR
Prison Escape,38832,SLOTEGRATOR
Blood Bank,38833,SLOTEGRATOR
Space Christmas,38834,SLOTEGRATOR
Reel Fruits,38835,SLOTEGRATOR
Green Diamond,38836,SLOTEGRATOR
Dark Thirst,38837,SLOTEGRATOR
Aztec Secrets,38838,SLOTEGRATOR
Theseus Rises,38839,SLOTEGRATOR
Smoking Hot Fruits Wild Respins 94,38840,SLOTEGRATOR
Sherlock's Casebook,38841,SLOTEGRATOR
Puppy Payday,38842,SLOTEGRATOR
Fields of clover - 94,38843,SLOTEGRATOR
Reel Diamonds,38844,SLOTEGRATOR
Asgard Warriors,38845,SLOTEGRATOR
Battle Maidens,38846,SLOTEGRATOR
Super Rainbow Megaways 88,38847,SLOTEGRATOR
Emperor Roulette,38889,EVOLUTION
Emperor Speed Baccarat D,38890,EVOLUTION
Emperor Sic Bo A,38891,EVOLUTION
Alexander The Great World Conqueror,38892,EVOLUTION
Storm to Riches,38893,HUB88
Unlimited Treasures Bonus Buy,38894,HUB88
Babylon,38895,SLOTEGRATOR
Jewel Rush,38896,PRAGMATIC_PLAY
"5 Monsters",38971,HUB88
Lucky Crew,38972,SLOTEGRATOR
"9 Coins Grand Platinum Edition",38973,SLOTEGRATOR
Flexing Dragons Mobile,38974,SLOTEGRATOR
Liga Fortuna Megaways,38986,SLOTEGRATOR
Big Hitter,39106,SLOTEGRATOR
Keno Pop,39110,SLOTEGRATOR
Ryse of the Mighty Gods,39118,SLOTEGRATOR
Lightning Fortune,39119,HUB88
Champions of Olympus,39120,HUB88
Dog Squad,39121,SLOTEGRATOR
Kukulkan's Queen,39122,SLOTEGRATOR
Princess Suki,39123,SLOTEGRATOR
Zeus vs Hades - Gods of War,39139,PRAGMATIC_PLAY
Vampeon 2,39175,SLOTEGRATOR
What The Duck,39176,SLOTEGRATOR
Wrath of Thor,39177,SLOTEGRATOR
Wrath of Thor Mobile,39178,SLOTEGRATOR
Multistar Fruits!,39179,ENDORPHINA
Here Comes Summer,39239,SLOTEGRATOR
Bombay Blackjack,39246,SLOTEGRATOR
Ultimate Andar Bahar,39247,SLOTEGRATOR
 Ekeko,39248,SLOTEGRATOR
Gems Elevator,39249,SLOTEGRATOR
Whacked!,39251,EVOLUTION
Multistar Fruits,39648,ENDORPHINA
Grab the Gold!,39839,BOOONGO
Plinko Dare2Win,39843,HUB88
Bonsai Baccarat B,39943,EVOLUTION
Plinko,40077,HUB88
"1 Reel- Caribbean Treasure",41244,SPINOMENAL
Van Helsing's Book Of The Undead,41266,SLOTEGRATOR
Triple Bar - 98,41270,SLOTEGRATOR
Stellar Ways - 96,41276,SLOTEGRATOR
I Am The Law,41279,SLOTEGRATOR
Sinister Circus,41285,SLOTEGRATOR
Downtown,41288,SLOTEGRATOR
Gingerbread Joy,41289,SLOTEGRATOR
Battle Maidens: Cleopatra,41377,SLOTEGRATOR
Inca Idols 94,41380,SLOTEGRATOR
Book Of Loki,41385,SLOTEGRATOR
Yule be Rich,41390,SLOTEGRATOR
Vampire Hunters,41391,SLOTEGRATOR
Irish Love,41400,SLOTEGRATOR
Arctic Fruits 88,41408,SLOTEGRATOR
The Da Vinci Device,41410,SLOTEGRATOR
Under the Waves,41412,SLOTEGRATOR
Halloween Horrors,41415,SLOTEGRATOR
X-WILD,41420,SLOTEGRATOR
Juicy Ninja,41422,SLOTEGRATOR
Treasure of the Pyramids,41425,SLOTEGRATOR
Inca Idols,41428,SLOTEGRATOR
Smoking Hot Fruits Stacks,41431,SLOTEGRATOR
Jewel of Athena,41434,SLOTEGRATOR
Under the Sea,41436,SLOTEGRATOR
Pots Of Luck,41442,SLOTEGRATOR
Bonsai Baccarat C,41480,EVOLUTION
Temple of Torment,41978,HUB88
Hawaiian Tiki,41981,PGSOFT
Egypt Megaways,41982,EVOLUTION
Sticky Bees,41990,PRAGMATIC_PLAY
Book of Aphrodite- The Golden Era,42133,SPINOMENAL
Wolf Fang- Spear of Fire,42138,SPINOMENAL
Vegas Rush,42532,HUB88
Savage Buffalo Spirit,42539,SLOTEGRATOR
Bingooo Scratch,42658,SLOTEGRATOR
Lucky Joker 10 Extra Gifts,42659,SLOTEGRATOR
Poseidon's Rising - The Golden Era,42680,SPINOMENAL
Neon Capital,42682,HUB88
 Cash Defense,42690,HUB88
Forge of the Gods 96,42696,SLOTEGRATOR
Olympus Raging Megaways,42699,SLOTEGRATOR
Wolf Fang - Spear of Fire,42773,SPINOMENAL
Forge of the Gods,42925,SLOTEGRATOR
Blackjack 39 - Ruby,43257,HUB88
Coin Vault 93,43416,SLOTEGRATOR
Buffalo Power 2: Hold and Win,43598,PLAYSON
Sic Bo 888,43648,SLOTEGRATOR
Crush on Wilds,43726,SLOTEGRATOR
Classic Royals,43728,SLOTEGRATOR
Book of Sirens- The Golden Era,43731,SPINOMENAL
The Big Deal Deluxe,43773,SLOTEGRATOR
Soccer Solo Striker,43775,HUB88
Piggy Bank Scratch,43790,SLOTEGRATOR
Branded Coin Vault 95,43791,SLOTEGRATOR
Moon Scratch,43954,SLOTEGRATOR
"10 Swords",43956,HUB88
Amazon - Lost Gold,43962,HUB88
Pirates Pub,44089,PRAGMATIC_PLAY
Fruit Machine Megabonus,44140,SLOTEGRATOR
Fish 'Em Up,44143,HUB88
Book of Demi Gods II- The Golden Era,44178,SPINOMENAL
Moon of Fortune,44183,SLOTEGRATOR
God Hand Feature Buy,44184,SLOTEGRATOR
Japanese Coin: Hold The Spin!,44187,HUB88
Power of Olympus,44189,SLOTEGRATOR
Sunlight Princess,44295,BOOONGO
Fruity Summer,44937,SPINOMENAL
Gluttony,44938,EVOLUTION
Tiger Gems,45003,BOOONGO
 X-Demon Bonus Buy,45013,HUB88
Caipirinha Keno,45018,SLOTEGRATOR
Raging Bull,45082,SLOTEGRATOR
Golden Wolf,45114,HUB88
Fortune 8,45115,HUB88
Royal Fortunator: Hold and Win,45166,PLAYSON
Great Aztec,45477,SLOTEGRATOR
Underwater,45478,SLOTEGRATOR
Hook Up! Fishing Wars,45479,SLOTEGRATOR
Floating Dragon - Dragon Boat Festival,45636,PRAGMATIC_PLAY
The Wish Master Megaways,45683,EVOLUTION
Mighty Masks,45684,HUB88
Neon Capital Bonus Buy,45688,HUB88
Fruit Story: Hold the Spin!,45703,HUB88
Mystic Spirits,45707,SLOTEGRATOR
Limbo XY,45711,SLOTEGRATOR
Hot Fruits 5,45712,SLOTEGRATOR
Joker Coins Megaways,45714,SLOTEGRATOR
Blazing Bison Gold Blitz,45716,HUB88
Megaways Bushido Princess,45739,HUB88
Froot Loot 3-Reel,45773,HUB88
Songkran Splash,45880,PGSOFT
Trojan Tales - The Golden Era,45886,SPINOMENAL
Bakery Bonanza,45887,PGSOFT
Grand Koala,45895,SLOTEGRATOR
Roulette Diamond,45903,SLOTEGRATOR
Justice Machine Scratch,45967,SLOTEGRATOR
Pop TIll You Drop 91,46027,SLOTEGRATOR
Country Farming,46169,PRAGMATIC_PLAY
Summer 777,46186,SPINOMENAL
Lady Wolf Moon Megaways,46200,SLOTEGRATOR
Live - Speed Auto-Roulette 1,46247,PRAGMATIC_PLAY
Snake & Ladders Live,46248,PRAGMATIC_PLAY
Green Slot,46255,ENDORPHINA
Mary’s Mining Mania,46260,HUB88
Silk Road,46264,ENDORPHINA
Crystopia & Sirens Spell,46274,SLOTEGRATOR
"100 Bulky Fruits",46327,SLOTEGRATOR
"100 Burning Hot",46328,SLOTEGRATOR
Fat Panda,46803,PRAGMATIC_PLAY
Mighty Wild Panther,46804,SLOTEGRATOR
Piñata Wildz,46832,SLOTEGRATOR
Sweet Candy Cash Megaways 96,46863,SLOTEGRATOR
Bling Bling Penguin,46865,HUB88
Everest,46866,HUB88
Cash Truck 2,46869,HUB88
Amazing Link Hades,46870,HUB88
Pixel Invaders,46871,SLOTEGRATOR
Dragon Empires Golden Age,46873,HUB88
Sword of Shoguns,46876,SLOTEGRATOR
Kitty Cash Scratch,46896,SLOTEGRATOR
Titan's Rising- the Golden Era,47199,SPINOMENAL
Astronaut,47224,EVOLUTION
Book Of Ancients,47362,SLOTEGRATOR
Baccarat,47366,SLOTEGRATOR
Big Bass Amazon Xtreme,47538,PRAGMATIC_PLAY
Sure Thing - Penny Roller,47540,HUB88
Gemhalla,47676,SLOTEGRATOR
Take My Plinko,47679,SLOTEGRATOR
Fast Fielder,47681,SLOTEGRATOR
Pho Sho,47684,SLOTEGRATOR
Hot Lucky 7's,47687,SLOTEGRATOR
Supreme 777 Jackpots,47688,SLOTEGRATOR
Charms & Treasures,47691,SLOTEGRATOR
Mr. Vegas 2: Big Money Tower,47692,SLOTEGRATOR
Lama Glama V2,47693,SLOTEGRATOR
Sugar and Spins,47695,SLOTEGRATOR
Nice Catch Doublemax,47697,SLOTEGRATOR
Devour the Weak,47698,SLOTEGRATOR
Ragnawolves,47699,SLOTEGRATOR
Candyfinity,47700,SLOTEGRATOR
Pìggy Show Bingo,47705,SLOTEGRATOR
Sweet Spotz,47706,SLOTEGRATOR
Pìggy Show Bingo Mobile,47707,SLOTEGRATOR
Piggy Show Bingo,47708,SLOTEGRATOR
The Cage,47710,EVOLUTION
Mummy Power,47754,BOOONGO
Chicken Squad,47819,SLOTEGRATOR
Crazy Hunt X,47851,SLOTEGRATOR
Story Of Vikings - The Golden Era,47892,SPINOMENAL
Book Of Demi Gods III - The Golden Era ,47893,SPINOMENAL
Deep Rush,47895,HUB88
Hyper Strike CASH Megaways,47896,HUB88
Crystal Catcher,47897,HUB88
"5 Doggy Dollars",47899,HUB88
Fishin’ Frenzy The Big Splash,47904,SLOTEGRATOR
Cash Lab Megaways,47905,SLOTEGRATOR
Viking Fury Spinfinity,47907,SLOTEGRATOR
Eye of Horus The Golden Tablet Megaways,47908,SLOTEGRATOR
Book Of Ancients Mobile,48052,SLOTEGRATOR
Xiao's Treasures,48053,SLOTEGRATOR
Book of Elixir,48056,SLOTEGRATOR
Book of Hor,48058,SLOTEGRATOR
Witch Treasures,48061,SLOTEGRATOR
Buffalo Dale: GrandWays,48062,SLOTEGRATOR
Throne of Camelot,48064,SLOTEGRATOR
Sea Secret,48065,SLOTEGRATOR
Raging Lion,48066,SLOTEGRATOR
Xiao's Treasures Mobile,48069,SLOTEGRATOR
Witch Treasures Mobile,48070,SLOTEGRATOR
Throne of Camelot Mobile,48071,SLOTEGRATOR
Sea Secret Mobile,48072,SLOTEGRATOR
Raging Lion Mobile,48073,SLOTEGRATOR
Beast Below,48083,HUB88
Heimdall's Gate,48086,HUB88
Gold Rush Express,48087,HUB88
Heist for the Golden Nuggets,48088,PRAGMATIC_PLAY
Gems Inferno Megaways,48090,EVOLUTION
"16 Coins",48091,SLOTEGRATOR
Mystical Spirits,48092,PGSOFT
Empire Gold: Hold and Win,48098,PLAYSON
Buffalo Trail,48127,SLOTEGRATOR
ConquestEra,48128,SLOTEGRATOR
Fortune Five,48129,SLOTEGRATOR
Fortune Five Double,48130,SLOTEGRATOR
Fortune Three,48131,SLOTEGRATOR
Fortune Three Xmas,48132,SLOTEGRATOR
Juicy Do Five,48133,SLOTEGRATOR
Lord Of The Seas,48140,SLOTEGRATOR
Max Miner,48141,SLOTEGRATOR
Odin's Tree,48143,SLOTEGRATOR
Dangerous Monster,48144,SLOTEGRATOR
Juicy Do Three,48147,SLOTEGRATOR
Liga Fortuna Megaways PRO,48161,SLOTEGRATOR
Mermaid’s Mega Chest,48162,SLOTEGRATOR
Book of Montezuma,48163,SLOTEGRATOR
Goddess of the Night ,48164,HUB88
Midsummer's Fortune,48165,SPINOMENAL
"20 Ember Wilds",48166,HUB88
"4 Masks of Inca",48168,HUB88
Big Bad Bison,48169,HUB88
Book Of Mayans,48171,HUB88
Wisdom of Athena,48412,PRAGMATIC_PLAY
Book of Justice- Athena's Glory,48496,SPINOMENAL
Multi Charm,48497,HUB88
Hi-Lo,48623,HUB88
Cyber Attack,48624,EVOLUTION
Siren’s Spell,48643,SLOTEGRATOR
Book of Magic,49006,SLOTEGRATOR
Spellbinding Mystery,49106,PRAGMATIC_PLAY
Richy Hog,49140,SLOTEGRATOR
Wild Chicago,49142,SLOTEGRATOR
"1 Reel Beauty",49143,SPINOMENAL
Puppy Payday Scratch,49144,SLOTEGRATOR
Payday Pig,49145,SLOTEGRATOR
Shark Wash,49146,HUB88
Gods of Ireland,49147,SLOTEGRATOR
Blazing Bull Remastered,49148,HUB88
Northern Temple,49150,HUB88
Dog Days,49151,HUB88
Story Of Alice,49152,SPINOMENAL
"100 Cats",49206,SLOTEGRATOR
Power of Zorro,49218,SLOTEGRATOR
Otterly Amazing,49223,HUB88
Hellvis Wild,49428,PRAGMATIC_PLAY
Wolf Fang- Treasure Island,49429,SPINOMENAL
Ancient Dragons,49431,SLOTEGRATOR
FlyX,49432,HUB88
The Divine 12th,49434,SLOTEGRATOR
Hot 20 Deluxe,49436,SLOTEGRATOR
Wild Jungle,49450,SLOTEGRATOR
Lady Fortune,49491,BOOONGO
Desert Legends,49504,EVOLUTION
Penalty Shoot - out: Street ,49506,HUB88
Wild Link Riches,49507,HUB88
Big Papa's Burger,49508,SLOTEGRATOR
Razor Returns,49511,HUB88
Diamond's Fortune,49513,SLOTEGRATOR
Ben Gunn Robinosn,49516,SLOTEGRATOR
Wild Acres Farm,49616,HUB88
Star Fever Link and Win,49617,HUB88
Multihand Classic Blackjack,49627,HUB88
Don Mafioso,49695,SLOTEGRATOR
The Emperor's Curse,49696,SLOTEGRATOR
Power of Merlin Megaways,49698,PRAGMATIC_PLAY
Lucky Punch Megaways,49699,SLOTEGRATOR
Double Diamonds 50,49700,SLOTEGRATOR
Koschei The Deathless,49701,SPINOMENAL
Gifts of Horus,49702,SLOTEGRATOR
Flaming Scarabs,49703,HUB88
Eggz! POWER COMBO,49704,HUB88
Magic Tricks,49706,EVOLUTION
Mighty Symbols Crowns,49714,SLOTEGRATOR
Wild West Legends,49767,HUB88
Coin Vault 91,49779,SLOTEGRATOR
Cricket X,49868,SLOTEGRATOR
Cash Box,49875,PRAGMATIC_PLAY
Fruits Craze,49877,SPINOMENAL
Bingo Pescaria,49878,SLOTEGRATOR
Bingo Power,49881,SLOTEGRATOR
Carnival,49883,SLOTEGRATOR
Coinfest,49944,PLATIPUS
"1001 spins",49950,PLATIPUS
Big Bass Adventure ,49961,EVOLUTION
Bounty Hunters ,49967,EVOLUTION
Goddess of the Night Bonus Buy ,49968,HUB88
Tooty Fruity Fruits,49972,SLOTEGRATOR
Feasting Fox,49973,HUB88
"40 Super Blazing Sevens",49974,SLOTEGRATOR
Bamboo Grove,49984,PLATIPUS
"7 & Hot Fruits",49985,PLATIPUS
Baccarat VIP,49986,PLATIPUS
"9 Dragon Kings",49987,PLATIPUS
Bison Trail,49988,PLATIPUS
Blackjack,49989,PLATIPUS
"9 Gems",49990,PLATIPUS
Blackjack VIP,49991,PLATIPUS
Aces and Faces,49992,PLATIPUS
